Draw #      Draw Date           Number_1    Number_2    Number_3    Number_4    Number_5    Powerball
------  ------------------      --------    --------    --------    --------    --------    ---------
157     Wed. Oct 08, 2014          46          50          16          31          5          18     
156     Sat. Oct 04, 2014          13          33          18          24          25          31     
155     Wed. Oct 01, 2014          20          1          45          18          4          7     
154     Sat. Sep 27, 2014          54          11          52          35          2          13     
153     Wed. Sep 24, 2014          7          14          24          41          21          26     
152     Sat. Sep 20, 2014          23          22          30          39          37          16     
151     Wed. Sep 17, 2014          36          18          25          50          48          23     
150     Sat. Sep 13, 2014          37          6          1          53          16          27     
149     Wed. Sep 10, 2014          14          39          2          40          43          13     
148     Sat. Sep 06, 2014          29          43          31          50          9          18     
147     Wed. Sep 03, 2014          43          2          51          45          16          35     
146     Sat. Aug 30, 2014          5          52          28          59          31          27     
145     Wed. Aug 27, 2014          24          17          45          46          26          19     
144     Sat. Aug 23, 2014          52          28          36          32          35          31     
143     Wed. Aug 20, 2014          21          40          8          38          4          3     
142     Sat. Aug 16, 2014          7          8          17          59          48          9     
141     Wed. Aug 13, 2014          37          8          40          52          39          24     
140     Sat. Aug 09, 2014          34          12          31          51          3          24     
139     Wed. Aug 06, 2014          49          1          8          24          28          24     
138     Sat. Aug 02, 2014          12          46          44          47          26          29     
137     Wed. Jul 30, 2014          49          13          30          53          42          29     
136     Sat. Jul 26, 2014          38          39          28          24          30          16     
135     Wed. Jul 23, 2014          22          12          4          31          10          3     
134     Sat. Jul 19, 2014          10          53          17          25          45          9     
133     Wed. Jul 16, 2014          5          32          26          18          15          35     
132     Sat. Jul 12, 2014          23          7          2          3          51          26     
131     Wed. Jul 09, 2014          9          55          42          25          57          14     
130     Sat. Jul 05, 2014          34          58          24          36          57          11     
129     Wed. Jul 02, 2014          58          18          53          8          45          35     
128     Sat. Jun 28, 2014          56          8          12          43          34          9     
127     Wed. Jun 25, 2014          50          53          10          20          25          35     
126     Sat. Jun 21, 2014          41          6          54          5          37          26     
125     Wed. Jun 18, 2014          6          52          59          29          9          7     
124     Sat. Jun 14, 2014          33          54          42          9          45          30     
123     Wed. Jun 11, 2014          14          25          33          18          49          23     
122     Sat. Jun 07, 2014          58          30          35          28          59          15     
121     Wed. Jun 04, 2014          22          7          1          10          49          24     
120     Sat. May 31, 2014          34          15          48          27          31          1     
119     Wed. May 28, 2014          24          2          28          32          59          25     
118     Sat. May 24, 2014          55          15          49          16          28          18     
117     Wed. May 21, 2014          20          34          58          4          39          31     
116     Sat. May 17, 2014          32          23          47          39          49          22     
115     Wed. May 14, 2014          55          7          52          33          39          33     
114     Sat. May 10, 2014          41          47          55          31          4          1     
113     Wed. May 07, 2014          48          31          17          49          29          34     
112     Sat. May 03, 2014          15          5          46          49          16          26     
111     Wed. Apr 30, 2014          9          2          19          50          11          32     
110     Sat. Apr 26, 2014          30          3          22          7          33          20     
109     Wed. Apr 23, 2014          29          48          36          19          25          12     
108     Sat. Apr 19, 2014          35          6          51          5          29          21     
107     Wed. Apr 16, 2014          42          34          59          39          44          8     
106     Sat. Apr 12, 2014          26          45          14          55          54          20     
105     Wed. Apr 09, 2014          49          14          48          9          44          29     
104     Sat. Apr 05, 2014          26          11          21          34          33          29     
103     Wed. Apr 02, 2014          19          22          13          53          8          24     
102     Sat. Mar 29, 2014          3          12          27          38          2          17     
101     Wed. Mar 26, 2014          33          41          59          44          28          21     
100     Sat. Mar 22, 2014          55          13          28          58          31          15     
99     Wed. Mar 19, 2014          34          23          43          19          2          14     
98     Sat. Mar 15, 2014          34          5          51          2          58          9     
97     Wed. Mar 12, 2014          28          54          14          15          37          10     
96     Sat. Mar 08, 2014          14          24          32          41          10          30     
95     Wed. Mar 05, 2014          26          3          9          7          54          19     
94     Sat. Mar 01, 2014          3          8          25          47          30          13     
93     Wed. Feb 26, 2014          42          11          12          38          17          2     
92     Sat. Feb 22, 2014          13          2          54          14          3          4     
91     Wed. Feb 19, 2014          17          49          54          35          1          34     
90     Sat. Feb 15, 2014          9          23          2          14          21          3     
89     Wed. Feb 12, 2014          52          49          36          57          44          1     
88     Sat. Feb 08, 2014          54          37          34          25          24          29     
87     Wed. Feb 05, 2014          8          57          17          59          32          24     
86     Sat. Feb 01, 2014          12          15          38          5          27          7     
85     Wed. Jan 29, 2014          47          23          11          28          32          20     
84     Sat. Jan 25, 2014          57          8          55          12          18          2     
83     Wed. Jan 22, 2014          55          2          7          1          9          29     
82     Sat. Jan 18, 2014          38          14          13          19          31          25     
81     Wed. Jan 15, 2014          29          8          9          7          24          25     
80     Sat. Jan 11, 2014          54          15          48          33          10          34     
79     Wed. Jan 08, 2014          39          28          58          47          10          22     
78     Sat. Jan 04, 2014          19          58          37          20          41          14     
77     Wed. Jan 01, 2014          52          48          15          24          40          23     
76     Sat. Dec 28, 2013          56          51          35          44          8          18     
75     Wed. Dec 25, 2013          38          56          28          39          23          32     
74     Sat. Dec 21, 2013          36          51          45          25          40          8     
73     Wed. Dec 18, 2013          39          7          40          24          37          1     
72     Sat. Dec 14, 2013          33          41          25          14          32          34     
71     Wed. Dec 11, 2013          10          18          19          1          13          27     
70     Sat. Dec 07, 2013          45          13          48          32          20          17     
69     Wed. Dec 04, 2013          9          6          11          44          31          25     
68     Sat. Nov 30, 2013          26          5          45          44          57          29     
67     Wed. Nov 27, 2013          57          25          18          55          50          17     
66     Sat. Nov 23, 2013          12          52          55          43          5          10     
65     Wed. Nov 20, 2013          32          4          45          23          18          7     
64     Sat. Nov 16, 2013          29          37          59          10          44          10     
63     Wed. Nov 13, 2013          31          5          55          50          56          9     
62     Sat. Nov 09, 2013          37          56          3          49          9          32     
61     Wed. Nov 06, 2013          49          1          5          10          15          22     
60     Sat. Nov 02, 2013          27          40          13          23          24          17     
59     Wed. Oct 30, 2013          54          2          49          36          40          10     
58     Sat. Oct 26, 2013          56          6          4          34          49          29     
57     Wed. Oct 23, 2013          47          34          23          31          3          13     
56     Sat. Oct 19, 2013          33          9          56          54          57          5     
55     Wed. Oct 16, 2013          3          42          26          34          28          28     
54     Sat. Oct 12, 2013          10          58          26          57          8          4     
53     Wed. Oct 09, 2013          9          38          3          33          19          18     
52     Sat. Oct 05, 2013          11          39          40          17          12          5     
51     Wed. Oct 02, 2013          6          51          42          4          25          17     
50     Sat. Sep 28, 2013          47          53          14          52          54          5     
49     Wed. Sep 25, 2013          49          7          17          53          2          23     
48     Sat. Sep 21, 2013          58          54          45          17          12          13     
47     Wed. Sep 18, 2013          7          10          35          32          22          19     
46     Sat. Sep 14, 2013          1          25          44          17          37          20     
45     Wed. Sep 11, 2013          19          33          42          52          11          33     
44     Sat. Sep 07, 2013          2          22          19          45          26          24     
43     Wed. Sep 04, 2013          2          45          26          9          47          11     
42     Sat. Aug 31, 2013          40          25          7          56          2          20     
41     Wed. Aug 28, 2013          32          19          7          9          6          13     
40     Sat. Aug 24, 2013          45          17          59          12          25          19     
39     Wed. Aug 21, 2013          30          48          42          46          40          23     
38     Sat. Aug 17, 2013          18          54          56          21          46          23     
37     Wed. Aug 14, 2013          17          43          11          4          51          20     
36     Sat. Aug 10, 2013          37          58          14          4          12          13     
35     Wed. Aug 07, 2013          58          5          25          59          30          32     
34     Sat. Aug 03, 2013          24          36          21          45          42          15     
33     Wed. Jul 31, 2013          8          24          59          39          49          5     
32     Sat. Jul 27, 2013          58          53          40          23          9          6     
31     Wed. Jul 24, 2013          44          29          54          40          9          7     
30     Sat. Jul 20, 2013          14          27          58          25          38          6     
29     Wed. Jul 17, 2013          22          1          42          38          34          17     
28     Sat. Jul 13, 2013          8          37          2          35          22          6     
27     Wed. Jul 10, 2013          55          45          31          30          59          27     
26     Sat. Jul 06, 2013          52          2          36          35          13          11     
25     Wed. Jul 03, 2013          40          6          51          29          3          4     
24     Sat. Jun 29, 2013          28          8          56          53          30          16     
23     Wed. Jun 26, 2013          1          46          39          33          18          33     
22     Sat. Jun 22, 2013          33          57          19          23          13          28     
21     Wed. Jun 19, 2013          57          47          46          52          7          17     
20     Sat. Jun 15, 2013          48          55          28          40          36          1     
19     Wed. Jun 12, 2013          22          16          42          23          55          32     
18     Sat. Jun 08, 2013          2          26          11          32          22          19     
17     Wed. Jun 05, 2013          4          36          26          33          55          32     
16     Sat. Jun 01, 2013          33          53          59          22          28          14     
15     Wed. May 29, 2013          49          14          9          17          57          2     
14     Sat. May 25, 2013          27          21          19          6          2          25     
13     Wed. May 22, 2013          31          35          41          9          57          26     
12     Sat. May 18, 2013          22          10          13          14          52          11     
11     Wed. May 15, 2013          2          34          11          41          26          32     
10     Sat. May 11, 2013          6          23          19          43          13          16     
9     Wed. May 08, 2013          21          57          26          22          30          27     
8     Sat. May 04, 2013          26          36          40          7          12          17     
7     Wed. May 01, 2013          31          22          55          26          54          18     
6     Sat. Apr 27, 2013          55          54          48          23          3          5     
5     Wed. Apr 24, 2013          9          59          31          56          19          2     
4     Sat. Apr 20, 2013          6          39          8          30          48          20     
3     Wed. Apr 17, 2013          58          18          48          13          36          28     
2     Sat. Apr 13, 2013          10          57          31          12          56          33     
1     Wed. Apr 10, 2013          40          1          52          36          53          20     
